id,nr_employees,nr_closed_cubicles,nr_meeting_room_total_occupancy,industry,city,sqm_social_zones,sqm_net_area
630,41,12,9,tech,Bergen,107,807.24
631,24,7,6,tech,Bergen,89,611.24
632,23,5,5,tech,Bergen,72,545.16
633,49,14,14,tech,Bergen,131,1078
634,67,15,18,tech,Bergen,122,1148
635,48,10,12,tech,Bergen,113,1078
636,38,9,8,tech,Bergen,80,616
637,25,6,5,tech,Bergen,60,549.36
638,28,7,6,tech,Bergen,64,568.26
639,31,9,6,tech,Bergen,65,592.48
640,24,7,5,tech,Bergen,56,539.28
641,22,5,6,tech,Bergen,67,545.16
642,29,9,6,tech,Bergen,57,498.96
643,37,10,11,tech,Bergen,85,714.56
644,45,11,12,tech,Bergen,82,761.6
645,21,6,6,tech,Bergen,52,503.58
646,42,11,12,tech,Bergen,108,837.2
647,64,18,17,tech,Bergen,223,1552.32
648,61,16,16,tech,Bergen,156,1106.7
649,73,16,18,tech,Bergen,223,1782.62
650,60,13,17,tech,Bergen,143,1134
651,21,5,6,tech,Bergen,46,430.08
652,69,21,15,tech,Bergen,210,1602.3
653,66,14,13,tech,Bergen,166,1445.22
654,37,8,10,tech,Bergen,85,762.3
655,47,11,11,tech,Bergen,153,1120.56
656,25,6,6,tech,Bergen,66,471.38
657,56,15,17,tech,Bergen,157,1429.12
658,25,5,5,tech,Bergen,70,568.4
659,44,13,11,tech,Bergen,94,761.6
660,43,12,12,tech,Bergen,104,862.96
661,40,12,11,tech,Bergen,87,723.24
662,53,16,13,tech,Bergen,179,1377.6
663,52,11,13,tech,Bergen,134,1085.28
664,47,13,14,tech,Bergen,119,1191.4
665,67,16,14,tech,Bergen,191,1303.68
666,80,18,17,tech,Bergen,199,1690.5
667,53,11,12,tech,Bergen,99,861.84
668,31,8,9,tech,Bergen,71,551.04
669,76,20,21,tech,Bergen,173,1523.34
670,37,10,11,tech,Bergen,107,950.04
671,43,9,13,tech,Bergen,131,955.5
672,66,17,16,tech,Bergen,171,1607.76
673,50,13,15,tech,Bergen,176,1277.64
674,66,16,19,tech,Bergen,214,1569.54
675,44,12,12,tech,Bergen,99,980.56
676,59,18,13,tech,Bergen,171,1234.8
677,64,19,19,tech,Bergen,181,1570.8
678,77,22,22,tech,Bergen,220,1795.64
679,26,5,6,tech,Bergen,65,486.92
680,61,14,16,tech,Bergen,132,1108.38
681,73,17,20,tech,Bergen,188,1463
682,24,7,7,tech,Bergen,69,478.8
683,71,16,21,tech,Bergen,145,1451.52
684,58,15,16,tech,Bergen,130,1071.56
685,57,12,16,tech,Bergen,144,987.7
686,38,8,10,tech,Bergen,73,689.92
687,44,13,12,tech,Bergen,98,917.7
688,75,17,20,tech,Bergen,167,1332.8
689,77,19,19,tech,Bergen,224,1642.2
690,32,7,9,tech,Bergen,87,719.04
691,61,18,14,tech,Bergen,196,1536.36
692,23,6,5,tech,Bergen,67,471.24
693,71,18,20,tech,Bergen,237,1770.16
694,73,15,17,tech,Bergen,204,1528.8
695,35,8,8,tech,Bergen,71,635.46
696,51,11,12,tech,Bergen,107,849.52
697,64,14,13,tech,Bergen,148,1172.08
698,64,16,18,tech,Bergen,177,1413.16
699,77,23,19,tech,Bergen,241,1649.34
700,55,11,11,tech,Bergen,123,1024.1
701,21,6,4,tech,Bergen,47,434
702,79,17,19,tech,Bergen,152,1432.9
703,68,14,14,tech,Bergen,212,1411.2
704,30,7,7,tech,Bergen,82,566.72
705,41,8,11,tech,Bergen,83,781.2
706,61,15,16,tech,Bergen,136,1146.32
707,68,16,19,tech,Bergen,195,1485.26
708,50,11,13,tech,Bergen,103,984.2
709,30,7,9,tech,Bergen,83,766.36
710,77,22,19,tech,Bergen,173,1685.04
711,22,5,6,tech,Bergen,69,512.82
712,41,9,11,tech,Bergen,73,691.74
713,61,18,16,tech,Bergen,173,1556.1
714,29,7,6,tech,Bergen,63,535.08
715,20,5,4,tech,Bergen,53,381.64
716,78,20,23,tech,Bergen,193,1795.64
717,53,12,12,tech,Bergen,164,1110.34
718,39,11,10,tech,Bergen,118,932.4
719,49,14,11,tech,Bergen,109,911.68
720,75,15,23,tech,Bergen,225,1566.18
721,61,13,16,tech,Bergen,189,1499.4
722,78,18,22,tech,Bergen,245,1800.68
723,25,7,5,tech,Bergen,68,621.6
724,26,5,7,tech,Bergen,53,484.12
725,52,14,15,tech,Bergen,114,1031.94
726,22,6,5,tech,Bergen,46,383.46
727,51,13,14,tech,Bergen,160,1092
728,44,11,13,tech,Bergen,108,856.8
729,60,15,13,tech,Bergen,193,1318.24
730,69,20,18,tech,Bergen,206,1602.86
731,47,12,10,tech,Bergen,120,801.78
732,59,13,12,tech,Bergen,168,1199.52
733,76,16,17,tech,Bergen,203,1388.66
734,74,21,20,tech,Bergen,203,1932
735,56,15,15,tech,Bergen,164,1179.92
736,46,12,12,tech,Bergen,153,1019.2
737,76,17,20,tech,Bergen,151,1313.06
738,23,6,5,tech,Bergen,49,485.52
739,72,18,18,tech,Bergen,190,1648.08
740,25,5,6,tech,Bergen,74,514.08
741,23,6,5,tech,Bergen,62,504.56
742,71,20,17,tech,Bergen,157,1512
743,32,7,7,tech,Bergen,67,611.8
744,58,15,14,tech,Bergen,189,1278.9
745,53,12,13,tech,Bergen,160,1102.92
746,25,7,5,tech,Bergen,61,533.54
747,47,12,12,tech,Bergen,143,1033.76
748,58,17,15,tech,Bergen,159,1323
749,22,6,5,tech,Bergen,61,471.24
750,51,10,12,tech,Trondheim,108,817.6
751,21,5,5,tech,Trondheim,44,412.3
752,16,4,4,tech,Trondheim,53,396.48
753,31,6,8,tech,Trondheim,94,730.8
754,52,14,11,tech,Trondheim,136,1218.14
755,58,12,14,tech,Trondheim,184,1270.08
756,32,8,9,tech,Trondheim,75,637.98
757,52,12,15,tech,Trondheim,166,1183.42
758,27,7,7,tech,Trondheim,73,665.84
759,15,4,4,tech,Trondheim,30,267.26
760,17,3,5,tech,Trondheim,44,364
761,30,8,7,tech,Trondheim,55,548.1
762,58,17,13,tech,Trondheim,157,1170.4
763,47,14,14,tech,Trondheim,166,1134
764,32,9,7,tech,Trondheim,88,598.08
765,48,10,12,tech,Trondheim,149,1166.2
766,49,11,13,tech,Trondheim,105,991.34
767,30,7,8,tech,Trondheim,55,504
768,31,8,6,tech,Trondheim,70,592.2
769,57,14,15,tech,Trondheim,129,1216.04
770,53,12,16,tech,Trondheim,124,918.54
771,15,3,3,tech,Trondheim,41,314.58
772,52,12,14,tech,Trondheim,122,928.2
773,15,4,3,tech,Trondheim,40,274.12
774,43,9,10,tech,Trondheim,115,937.44
775,23,5,7,tech,Trondheim,72,485.1
776,28,8,8,tech,Trondheim,54,492.8
777,15,4,4,tech,Trondheim,45,370.3
778,27,7,6,tech,Trondheim,69,621.6
779,33,7,7,tech,Trondheim,66,565.88
780,57,15,14,tech,Trondheim,112,963.2
781,26,8,7,tech,Trondheim,47,470.68
782,24,6,6,tech,Trondheim,88,589.68
783,18,5,5,tech,Trondheim,47,325.36
784,40,10,11,tech,Trondheim,126,982.1
785,40,11,10,tech,Trondheim,73,700.28
786,32,9,9,tech,Trondheim,88,826
787,26,6,5,tech,Trondheim,52,471.38
788,22,6,6,tech,Trondheim,75,542.64
789,53,16,15,tech,Trondheim,170,1152.48
790,32,8,9,tech,Trondheim,66,576.24
791,35,10,10,tech,Trondheim,103,831.6
792,34,10,7,tech,Trondheim,87,771.12
793,24,5,7,tech,Trondheim,56,539.28
794,33,9,10,tech,Trondheim,93,786.24
795,45,9,9,tech,Trondheim,107,987.84
796,15,4,4,tech,Trondheim,50,338.1
797,52,14,13,tech,Trondheim,130,1017.52
798,32,7,8,tech,Trondheim,115,769.86
799,19,4,5,tech,Trondheim,48,435.12
800,50,12,13,tech,Trondheim,123,882
801,32,8,7,tech,Trondheim,79,631.68
802,36,10,10,tech,Trondheim,117,815.36
803,44,13,10,tech,Trondheim,104,797.3
804,47,13,12,tech,Trondheim,132,1098.72
805,51,12,15,tech,Trondheim,150,1266.72
806,59,17,16,tech,Trondheim,136,1184.96
807,28,6,7,tech,Trondheim,66,568.26
808,30,9,9,tech,Trondheim,78,772.8
809,34,10,10,tech,Trondheim,93,672.84
810,19,5,5,tech,Trondheim,54,458.78
811,58,12,15,tech,Trondheim,180,1320.9
812,18,4,5,tech,Trondheim,37,309.96
813,49,14,12,tech,Trondheim,107,1060.5
814,29,6,7,tech,Trondheim,60,529.2
815,32,9,8,tech,Trondheim,97,740.88
816,35,9,7,tech,Trondheim,69,635.46
817,16,5,4,tech,Trondheim,55,413
818,21,5,6,tech,Trondheim,59,465.92
819,52,11,11,tech,Trondheim,141,1046.36
820,45,11,12,tech,Trondheim,121,1113.84
821,53,13,13,tech,Trondheim,122,1061.76
822,17,4,4,tech,Trondheim,46,360.5
823,36,10,10,tech,Trondheim,81,682.08
824,60,17,15,tech,Trondheim,141,1223.6
825,23,5,6,tech,Trondheim,52,399.84
826,55,14,12,tech,Trondheim,119,1031.94
827,23,7,6,tech,Trondheim,72,549.36
828,32,10,9,tech,Trondheim,88,692.58
829,47,13,13,tech,Trondheim,127,899.36
830,20,5,5,tech,Trondheim,53,483
831,15,3,4,tech,Trondheim,36,258.72
832,60,17,13,tech,Trondheim,163,1209.6
833,55,17,16,tech,Trondheim,177,1404.48
834,51,11,15,tech,Trondheim,123,1034.88
835,32,8,7,tech,Trondheim,57,552.72
836,17,4,4,tech,Trondheim,49,395.5
837,51,10,13,tech,Trondheim,148,1243.2
838,49,11,13,tech,Trondheim,131,1175.3
839,40,12,11,tech,Trondheim,106,714.42
840,42,11,10,tech,Trondheim,83,705.6
841,46,12,14,tech,Trondheim,127,1018.08
842,52,13,10,tech,Trondheim,109,871.5
843,48,11,10,tech,Trondheim,100,850.08
844,50,12,13,tech,Trondheim,96,903
845,40,11,11,tech,Trondheim,84,781.2
846,50,14,12,tech,Trondheim,152,1095.92
847,29,7,7,tech,Trondheim,54,523.74
848,20,6,5,tech,Trondheim,65,512.12
849,18,4,5,tech,Trondheim,41,325.08
850,43,10,12,tech,Trondheim,108,1019.2
851,46,9,11,tech,Trondheim,95,831.6
852,44,10,13,tech,Trondheim,106,778.54
853,50,13,13,tech,Trondheim,113,1053.36
854,39,8,11,tech,Trondheim,89,844.48
855,50,12,15,tech,Trondheim,130,1282.82
856,34,9,10,tech,Trondheim,72,690.06
857,35,7,9,tech,Trondheim,115,799.68
858,40,11,9,tech,Trondheim,90,898.8
859,60,17,13,tech,Trondheim,139,1020.6
860,49,10,11,tech,Trondheim,121,1117.2
861,27,7,8,tech,Trondheim,81,570.36
862,39,8,10,tech,Trondheim,114,909.72
863,50,15,14,tech,Trondheim,161,1183.42
864,47,14,11,tech,Trondheim,87,836.64
865,58,17,16,tech,Trondheim,205,1388.66
866,27,6,8,tech,Trondheim,67,619.92
867,35,9,8,tech,Trondheim,102,691.6
868,21,6,4,tech,Trondheim,52,425.32
869,50,13,11,tech,Trondheim,118,849.52
870,49,13,12,tech,Trondheim,156,1181.04
871,56,14,14,tech,Trondheim,147,1281.84
872,42,12,9,tech,Trondheim,126,899.64
873,28,6,6,tech,Trondheim,65,649.6
874,56,13,15,tech,Trondheim,187,1399.44
875,17,4,4,tech,Trondheim,48,392
876,20,5,5,tech,Trondheim,42,361.2
877,38,11,8,tech,Trondheim,114,782.04
878,50,15,14,tech,Trondheim,145,1106
879,56,12,13,tech,Trondheim,164,1168.02
880,27,7,6,tech,Trondheim,59,498.4
881,57,12,15,tech,Trondheim,137,1293.6
882,41,10,12,tech,Trondheim,118,1005.48
883,40,12,10,tech,Trondheim,140,998.2
884,35,9,9,tech,Trondheim,86,623.28
885,24,5,5,tech,Trondheim,61,523.6
886,29,8,8,tech,Trondheim,85,655.2
887,36,7,8,tech,Trondheim,95,742.56
888,42,11,12,tech,Trondheim,103,819
889,41,9,12,tech,Trondheim,118,1041.6
890,40,11,8,tech,Trondheim,144,958.16
891,52,12,12,tech,Trondheim,104,957.6
892,54,13,13,tech,Trondheim,136,1310.4
893,23,6,5,tech,Trondheim,75,509.32
894,26,6,7,tech,Trondheim,77,611.52
895,53,13,12,tech,Trondheim,101,906.36
896,57,16,13,tech,Trondheim,204,1432.76
897,54,14,12,tech,Trondheim,140,1008
898,32,6,9,tech,Trondheim,94,776.44
899,40,9,11,tech,Trondheim,101,730.8
900,30,6,8,tech,Trondheim,61,505.12
901,52,12,14,tech,Trondheim,159,1233.96
902,41,9,8,tech,Trondheim,103,860.72
903,51,14,14,tech,Trondheim,154,1128.12
904,44,12,13,tech,Trondheim,121,1110.9
905,41,12,11,tech,Trondheim,99,761.6
906,37,10,11,tech,Trondheim,101,763.28
907,23,6,5,tech,Trondheim,52,414.12
908,50,15,14,tech,Trondheim,147,1227.66
909,49,12,10,tech,Trondheim,105,954.24
910,21,4,4,tech,Trondheim,47,332.92
911,22,5,6,tech,Trondheim,77,526.68
912,16,4,4,tech,Trondheim,43,329.28
913,53,15,16,tech,Trondheim,138,976.08
914,41,9,9,tech,Trondheim,117,892.08
915,50,11,12,tech,Trondheim,135,930.02
916,19,5,4,tech,Trondheim,59,454.72
917,31,9,9,tech,Trondheim,84,761.46
918,34,7,8,tech,Trondheim,66,617.4
919,47,9,14,tech,Trondheim,122,1058.4
920,54,11,11,tech,Trondheim,104,872.48
921,17,4,5,tech,Trondheim,53,389.48
922,36,7,9,tech,Trondheim,68,669.76
923,51,12,14,tech,Trondheim,118,1175.02
924,21,5,5,tech,Trondheim,53,373.24
925,38,8,10,tech,Trondheim,98,909.44
926,21,6,5,tech,Trondheim,63,506.24
927,30,7,8,tech,Trondheim,100,756
928,29,6,6,tech,Trondheim,70,619.92
929,39,9,10,tech,Trondheim,106,933.8
930,27,7,6,tech,Trondheim,52,498.4
931,48,12,12,tech,Trondheim,95,927.36
932,36,8,10,tech,Trondheim,109,793.8
933,44,12,9,tech,Trondheim,116,964.6
934,54,16,13,tech,Trondheim,187,1278.2
935,53,16,13,tech,Trondheim,136,1044.68
936,23,6,5,tech,Trondheim,57,395.08
937,25,5,5,tech,Trondheim,84,558.6
938,22,6,4,tech,Trondheim,54,497.28
939,50,12,12,tech,Trondheim,133,1004.92
940,27,6,6,tech,Trondheim,67,480.48
941,39,11,8,tech,Trondheim,106,925.68
942,43,12,12,tech,Trondheim,140,956.76
943,29,7,8,tech,Trondheim,99,733.04
944,38,8,10,tech,Trondheim,92,642.88
945,58,15,12,tech,Trondheim,128,1249.5
946,57,14,14,tech,Trondheim,163,1178.1
947,31,8,7,tech,Trondheim,107,747.04
948,52,11,14,tech,Trondheim,178,1228.92
949,37,10,7,tech,Trondheim,94,876.96
950,39,8,12,tech,Trondheim,104,892.08
951,41,9,11,tech,Trondheim,74,708.82
952,32,7,7,tech,Trondheim,99,663.32
953,50,13,12,tech,Trondheim,152,1029
954,30,6,8,tech,Trondheim,93,646.8
955,19,4,4,tech,Trondheim,50,423.36
956,22,7,6,tech,Trondheim,47,455.7
957,47,13,10,tech,Trondheim,163,1097.6
958,47,10,12,tech,Trondheim,140,1110.9
959,49,13,11,tech,Trondheim,93,827.82
960,49,13,11,tech,Trondheim,159,1165.08
961,47,12,11,tech,Trondheim,93,852.6
962,52,15,15,tech,Trondheim,165,1343.16
963,41,8,11,tech,Trondheim,76,739.2
964,31,8,6,tech,Trondheim,67,516.6
965,60,12,15,tech,Trondheim,143,1047.48
966,52,14,15,tech,Trondheim,98,929.88
967,53,11,11,tech,Trondheim,145,997.5
968,33,7,7,tech,Trondheim,109,743.54
969,20,5,5,tech,Trondheim,42,399
970,54,16,11,tech,Trondheim,164,1111.32
971,51,11,10,tech,Trondheim,121,927.36
972,49,13,13,tech,Trondheim,95,945
973,28,6,8,tech,Trondheim,87,640.92
974,33,10,9,tech,Trondheim,90,698.88
975,34,9,9,tech,Trondheim,88,655.2
976,29,7,7,tech,Trondheim,80,692.3
977,49,11,14,tech,Trondheim,123,942.76
978,38,9,11,tech,Trondheim,105,714.56
979,33,7,9,tech,Trondheim,65,562.52
980,46,13,10,tech,Trondheim,130,898.38
981,39,10,12,tech,Trondheim,107,717.36
982,50,15,13,tech,Trondheim,117,884.52
983,25,5,7,tech,Trondheim,65,435.12
984,16,4,4,tech,Trondheim,30,288.96
985,60,15,14,tech,Trondheim,140,1021.72
986,43,12,11,tech,Trondheim,121,813.12
987,57,12,13,tech,Trondheim,111,1021.72
988,39,9,12,tech,Trondheim,108,856.8
989,48,13,12,tech,Trondheim,138,1134.42
990,49,11,13,tech,Trondheim,169,1195.74
991,33,8,9,tech,Trondheim,87,714
992,18,4,5,tech,Trondheim,49,343.98
993,37,9,8,tech,Trondheim,110,748.44
994,43,9,10,tech,Trondheim,123,824.6
995,50,11,13,tech,Trondheim,135,1056.72
996,41,8,8,tech,Trondheim,94,941.64
997,33,10,7,tech,Trondheim,74,560
998,54,12,12,tech,Trondheim,120,1168.44
999,20,5,6,tech,Trondheim,68,477.4
1000,48,20,12,finance,Oslo,133,960
1001,60,36,16,finance,Oslo,155,1030.4
1002,61,30,14,finance,Oslo,131,1186.5
1003,78,40,22,finance,Oslo,177,1540
1004,101,53,30,finance,Oslo,252,1803.2
1005,113,59,26,finance,Oslo,193,1643.4
1006,110,47,28,finance,Oslo,251,1794.5
1007,57,30,17,finance,Oslo,184,1227.2
1008,82,41,24,finance,Oslo,212,1425.9
1009,89,47,24,finance,Oslo,188,1808
1010,69,41,15,finance,Oslo,168,1375
1011,89,52,23,finance,Oslo,206,1754.8
1012,95,45,25,finance,Oslo,185,1666.5
1013,116,65,33,finance,Oslo,252,1819
1014,72,36,16,finance,Oslo,164,1128.4
1015,59,30,14,finance,Oslo,141,978.5
1016,67,29,19,finance,Oslo,152,1322.5
1017,82,39,21,finance,Oslo,209,1491
1018,99,48,28,finance,Oslo,246,1890
1019,90,44,22,finance,Oslo,236,1778.4
1020,105,50,30,finance,Oslo,198,1887
1021,86,49,19,finance,Oslo,228,1740.2
1022,60,24,17,finance,Oslo,110,919.1
1023,88,46,23,finance,Oslo,140,1303.1
1024,55,26,15,finance,Oslo,133,1065.6
1025,117,51,35,finance,Oslo,230,1786.4
1026,88,45,25,finance,Oslo,184,1469.4
1027,100,53,28,finance,Oslo,226,2081.5
1028,97,55,28,finance,Oslo,198,1602
1029,65,39,17,finance,Oslo,150,1040.6
1030,90,38,20,finance,Oslo,194,1568.8
1031,111,47,28,finance,Oslo,259,1785.6
1032,90,50,20,finance,Oslo,188,1344
1033,112,50,23,finance,Oslo,163,1535.5
1034,46,23,12,finance,Oslo,79,688.5
1035,80,42,23,finance,Oslo,206,1551.5
1036,72,37,21,finance,Oslo,140,1274
1037,66,28,16,finance,Oslo,117,979
1038,88,50,18,finance,Oslo,209,1450.8
1039,112,45,25,finance,Oslo,295,2129.4
1040,105,44,26,finance,Oslo,302,2065
1041,84,37,25,finance,Oslo,218,1518.4
1042,109,50,31,finance,Oslo,190,1615
1043,51,26,15,finance,Oslo,150,1104
1044,94,45,24,finance,Oslo,197,1499.6
1045,103,49,22,finance,Oslo,177,1670.4
1046,110,58,23,finance,Oslo,244,1623.5
1047,53,24,15,finance,Oslo,130,938.4
1048,80,39,23,finance,Oslo,176,1547.8
1049,115,52,32,finance,Oslo,229,2109.4
1050,79,34,18,finance,Oslo,159,1441
1051,115,50,24,finance,Oslo,194,1890
1052,99,45,29,finance,Oslo,216,1660.8
1053,99,42,25,finance,Oslo,221,1942.2
1054,73,41,19,finance,Oslo,117,1170.4
1055,85,43,22,finance,Oslo,186,1470
1056,54,24,13,finance,Oslo,139,1037.4
1057,56,33,14,finance,Oslo,145,1174.2
1058,84,43,17,finance,Oslo,235,1728
1059,94,55,28,finance,Oslo,255,1840.8
1060,73,39,18,finance,Oslo,144,1352
1061,116,64,33,finance,Oslo,246,1725.3
1062,51,27,13,finance,Oslo,118,828.1
1063,52,25,13,finance,Oslo,128,873
1064,89,51,26,finance,Oslo,246,1709.8
1065,83,49,18,finance,Oslo,254,1785
1066,113,47,30,finance,Oslo,288,1919
1067,98,49,29,finance,Oslo,187,1513.6
1068,96,50,29,finance,Oslo,254,2012.5
1069,55,28,15,finance,Oslo,116,862.4
1070,94,39,24,finance,Oslo,164,1507.2
1071,116,55,28,finance,Oslo,239,2308.4
1072,118,68,28,finance,Oslo,260,1733.4
1073,74,30,19,finance,Oslo,179,1205.4
1074,117,62,28,finance,Oslo,225,1697.4
1075,94,50,28,finance,Oslo,232,1840.4
1076,47,24,10,finance,Oslo,103,858.6
1077,51,25,11,finance,Oslo,117,991.8
1078,74,30,22,finance,Oslo,137,1272.6
1079,83,44,22,finance,Oslo,153,1475.1
1080,58,27,12,finance,Oslo,106,853.6
1081,83,41,19,finance,Oslo,245,1644.5
1082,49,25,11,finance,Oslo,74,739.5
1083,117,68,24,finance,Oslo,195,1839.2
1084,107,62,23,finance,Oslo,173,1651.2
1085,72,30,16,finance,Oslo,167,1227.2
1086,68,29,15,finance,Oslo,128,1220.8
1087,52,22,13,finance,Oslo,135,991.8
1088,49,21,12,finance,Oslo,139,959.4
1089,67,39,14,finance,Oslo,193,1428
1090,54,29,11,finance,Oslo,151,1099.8
1091,96,55,29,finance,Oslo,180,1674
1092,55,29,14,finance,Oslo,138,1038.8
1093,69,29,16,finance,Oslo,126,1071.6
1094,60,25,15,finance,Oslo,118,980
1095,78,47,22,finance,Oslo,191,1367.1
1096,55,26,14,finance,Oslo,100,940.5
1097,51,26,14,finance,Oslo,78,755.3
1098,75,35,16,finance,Oslo,107,1033.2
1099,111,46,28,finance,Oslo,266,1850
1100,71,34,17,finance,Oslo,143,1000.4
1101,49,29,12,finance,Oslo,131,882
1102,61,31,14,finance,Oslo,134,1028.2
1103,63,29,18,finance,Oslo,172,1199
1104,83,48,18,finance,Oslo,184,1326.1
1105,56,25,14,finance,Oslo,96,779
1106,116,53,35,finance,Oslo,226,2080.8
1107,115,47,26,finance,Oslo,257,1710.8
1108,74,34,19,finance,Oslo,123,1016
1109,85,44,19,finance,Oslo,142,1420.8
1110,67,30,15,finance,Oslo,141,1344
1111,119,49,33,finance,Oslo,247,2170.8
1112,50,30,13,finance,Oslo,89,809.1
1113,108,51,32,finance,Oslo,307,2062.8
1114,61,36,16,finance,Oslo,140,1005.7
1115,109,60,28,finance,Oslo,214,1970
1116,54,31,13,finance,Oslo,96,833
1117,70,28,15,finance,Oslo,174,1209.1
1118,75,38,18,finance,Oslo,164,1441
1119,63,30,18,finance,Oslo,116,1032.3
1120,91,46,25,finance,Oslo,204,1701
1121,63,36,14,finance,Oslo,131,1186.5
1122,53,24,12,finance,Oslo,142,952.3
1123,73,41,21,finance,Oslo,178,1188
1124,51,24,11,finance,Oslo,114,937.4
1125,86,40,23,finance,Oslo,175,1728.4
1126,77,39,20,finance,Oslo,170,1237.6
1127,84,47,25,finance,Oslo,236,1575.6
1128,117,64,31,finance,Oslo,209,2035.2
1129,74,35,21,finance,Oslo,183,1521
1130,61,36,15,finance,Oslo,128,996.8
1131,90,44,22,finance,Oslo,232,1840.8
1132,81,34,18,finance,Oslo,158,1330
1133,102,56,26,finance,Oslo,201,2005.6
1134,58,35,14,finance,Oslo,128,866.7
1135,52,29,13,finance,Oslo,117,1071.6
1136,83,34,21,finance,Oslo,154,1228.2
1137,82,36,20,finance,Oslo,126,1228.2
1138,106,46,27,finance,Oslo,204,1467.8
1139,52,25,15,finance,Oslo,129,1021.2
1140,72,31,21,finance,Oslo,128,1116
1141,62,36,18,finance,Oslo,144,1009.2
1142,115,56,31,finance,Oslo,267,1999.8
1143,87,36,23,finance,Oslo,220,1693.6
1144,110,48,26,finance,Oslo,283,2079.2
1145,52,27,14,finance,Oslo,97,967.2
1146,78,32,20,finance,Oslo,159,1079
1147,119,57,24,finance,Oslo,249,1780
1148,54,31,15,finance,Oslo,104,820
1149,92,49,28,finance,Oslo,225,1605.5
1150,71,31,18,finance,Oslo,173,1164
1151,52,27,12,finance,Oslo,103,937.3
1152,52,25,11,finance,Oslo,102,853.6
1153,59,32,16,finance,Oslo,171,1219.8
1154,97,51,24,finance,Oslo,172,1479.2
1155,80,41,21,finance,Oslo,228,1547.8
1156,118,68,35,finance,Oslo,307,2320.5
1157,118,65,25,finance,Oslo,270,2163.2
1158,105,44,25,finance,Oslo,170,1444.2
1159,76,35,17,finance,Oslo,132,1024
1160,66,37,19,finance,Oslo,188,1329.8
1161,54,30,14,finance,Oslo,126,1156.4
1162,90,53,27,finance,Oslo,255,1853
1163,95,48,26,finance,Oslo,216,1588.6
1164,106,47,24,finance,Oslo,201,1504.5
1165,97,55,28,finance,Oslo,182,1602
1166,67,39,17,finance,Oslo,130,996.3
1167,60,27,14,finance,Oslo,136,939.3
1168,111,54,22,finance,Oslo,273,2038.3
1169,88,47,23,finance,Oslo,235,1722.2
1170,111,59,27,finance,Oslo,247,2147.3
1171,95,49,22,finance,Oslo,159,1593.6
1172,113,65,33,finance,Oslo,298,2131.1
1173,111,55,26,finance,Oslo,279,1977.6
1174,105,49,32,finance,Oslo,223,1785.6
1175,69,30,15,finance,Oslo,151,1356.6
1176,80,46,20,finance,Oslo,237,1737.4
1177,80,35,17,finance,Oslo,169,1570.8
1178,99,48,29,finance,Oslo,298,1988.8
1179,78,45,18,finance,Oslo,186,1325.4
1180,54,25,13,finance,Oslo,110,1012
1181,51,28,14,finance,Oslo,110,976.5
1182,65,32,14,finance,Oslo,127,1198.8
1183,49,23,13,finance,Oslo,94,918
1184,111,65,26,finance,Oslo,260,2040.2
1185,88,47,24,finance,Oslo,223,1637.7
1186,60,35,12,finance,Oslo,159,1209.1
1187,107,59,29,finance,Oslo,230,2047.5
1188,87,45,25,finance,Oslo,182,1821.2
1189,78,31,19,finance,Oslo,181,1523.2
1190,50,21,14,finance,Oslo,109,833
1191,77,36,18,finance,Oslo,162,1323.1
1192,71,40,19,finance,Oslo,207,1482
1193,85,41,24,finance,Oslo,155,1455
1194,62,37,14,finance,Oslo,130,983.1
1195,88,46,26,finance,Oslo,154,1504
1196,48,23,13,finance,Oslo,82,714
1197,104,60,28,finance,Oslo,222,1728
1198,76,32,19,finance,Oslo,154,1130.3
1199,50,29,14,finance,Oslo,114,1013.7
1200,99,53,26,finance,Oslo,218,1708.8
1201,60,35,16,finance,Oslo,138,954.6
1202,83,46,18,finance,Oslo,196,1631.7
1203,92,48,20,finance,Oslo,213,1792
1204,100,52,30,finance,Oslo,230,1874.6
1205,48,23,13,finance,Oslo,117,957.6
1206,106,46,22,finance,Oslo,236,2053.2
1207,65,37,16,finance,Oslo,191,1404.2
1208,87,40,24,finance,Oslo,238,1585.5
1209,94,42,27,finance,Oslo,166,1352.9
1210,72,39,20,finance,Oslo,179,1205.2
1211,92,47,27,finance,Oslo,162,1444.2
1212,95,46,23,finance,Oslo,261,1935.2
1213,64,29,14,finance,Oslo,143,1091.4
1214,53,23,14,finance,Oslo,101,792
1215,69,29,15,finance,Oslo,141,1152.6
1216,101,58,23,finance,Oslo,293,2147.6
1217,70,41,16,finance,Oslo,150,1397
1218,52,22,13,finance,Oslo,90,826.5
1219,90,54,20,finance,Oslo,172,1476
1220,57,34,15,finance,Oslo,112,911.6
1221,101,54,25,finance,Oslo,281,1908
1222,65,33,16,finance,Oslo,126,1242.6
1223,50,21,11,finance,Oslo,127,877.4
1224,117,62,23,finance,Oslo,212,1717
1225,51,24,14,finance,Oslo,97,970.1
1226,51,24,11,finance,Oslo,125,885.8
1227,71,39,16,finance,Oslo,190,1285.2
1228,85,51,21,finance,Oslo,229,1727
1229,85,40,20,finance,Oslo,155,1479
1230,120,56,26,finance,Oslo,221,1898.8
1231,81,43,21,finance,Oslo,152,1450
1232,47,23,10,finance,Oslo,72,696
1233,51,23,12,finance,Oslo,107,782.6
1234,63,33,13,finance,Oslo,104,1013.7
